PK,event_timestamp,INDE,IDADE,IAA,IEG,IPS,IPP,IDA,IPV,DEFASAGEM
RA-12762024,2026-03-06 11:33:59.499006+00:00,8.002866667,8,10.0,9.3,3.8,7.5,8.0,7.1,0.0
RA-12772024,2026-03-06 11:33:59.499006+00:00,7.9522,8,10.0,9.1,3.8,7.5,8.0,7.0,0.0
RA-8682024,2026-03-06 11:33:59.499006+00:00,7.156366667,8,8.0,9.8,3.8,6.9,7.0,7.2,1.0
RA-12782024,2026-03-06 11:33:59.499006+00:00,5.4442,9,9.0,4.2,3.8,5.0,7.5,4.2,1.0
RA-12792024,2026-03-06 11:33:59.499006+00:00,8.0822,9,10.0,10.0,6.3,7.5,8.3,7.8,1.0
RA-8612024,2026-03-06 11:33:59.499006+00:00,8.9597,9,9.5,10.0,7.5,8.1,10.0,9.7,1.0
RA-8622024,2026-03-06 11:33:59.499006+00:00,7.346677273,10,9.0,8.6,7.5,7.2,7.5,6.3,1.0
RA-12802024,2026-03-06 11:33:59.499006+00:00,8.152624243,9,10.0,9.5,6.3,7.5,8.5,8.3,1.0
RA-12812024,2026-03-06 11:33:59.499006+00:00,7.982890909,9,7.9,9.5,6.3,7.5,9.3,7.8,1.0
RA-8952024,2026-03-06 11:33:59.499006+00:00,8.257957576,9,9.5,9.5,6.3,7.5,9.5,8.1,1.0
RA-8842024,2026-03-06 11:33:59.499006+00:00,8.03450303,8,10.0,8.8,6.3,7.5,8.8,8.2,1.0
RA-12822024,2026-03-06 11:33:59.499006+00:00,7.876927273,9,9.5,8.1,6.3,7.5,9.3,7.9,1.0
RA-8892024,2026-03-06 11:33:59.499006+00:00,8.191290909,9,8.5,9.3,6.3,7.5,9.8,8.3,1.0
RA-8672024,2026-03-06 11:33:59.499006+00:00,7.583018182,9,9.0,7.4,7.5,7.5,8.5,7.5,1.0
RA-12832024,2026-03-06 11:33:59.499006+00:00,8.303353846,10,10.0,9.2,7.5,7.5,9.0,8.3,1.0
RA-8912024,2026-03-06 11:33:59.499006+00:00,8.035957576,10,10.0,9.0,6.3,7.5,8.8,8.0,1.0
RA-12842024,2026-03-06 11:33:59.499006+00:00,8.380015217,8,9.0,9.3,2.5,7.8,10.0,7.9,0.0
RA-10122024,2026-03-06 11:33:59.499006+00:00,8.057128571,9,9.5,9.5,2.5,8.1,9.8,8.4,1.0
RA-12852024,2026-03-06 11:33:59.499006+00:00,8.156578882,7,10.0,8.8,2.5,7.5,8.0,8.9,0.0
RA-12862024,2026-03-06 11:33:59.499006+00:00,5.914801967,7,8.0,5.1,2.5,5.3,7.0,4.6,0.0
RA-12872024,2026-03-06 11:33:59.499006+00:00,7.619650311,8,10.0,9.3,2.5,8.1,7.8,8.2,1.0
RA-12882024,2026-03-06 11:33:59.499006+00:00,7.920889959,7,9.0,8.0,2.5,7.2,10.0,7.3,0.0
RA-12892024,2026-03-06 11:33:59.499006+00:00,7.217172222,10,7.0,9.4,7.5,5.9,7.8,6.2,1.0
RA-12902024,2026-03-06 11:33:59.499006+00:00,8.4072,9,10.0,10.0,7.5,7.5,8.8,8.3,1.0
RA-12912024,2026-03-06 11:33:59.499006+00:00,8.0792,9,9.5,9.5,7.5,7.5,8.3,7.9,1.0
RA-8852024,2026-03-06 11:33:59.499006+00:00,8.2072,9,8.5,10.0,7.5,7.5,8.5,8.3,1.0
RA-12922024,2026-03-06 11:33:59.499006+00:00,6.903162121,9,7.5,4.8,7.5,7.2,8.3,7.9,1.0
RA-12932024,2026-03-06 11:33:59.499006+00:00,8.005023232,9,8.0,9.5,7.5,6.9,8.5,8.3,1.0
RA-8882024,2026-03-06 11:33:59.499006+00:00,8.1942,8,9.0,10.0,6.9,7.5,8.5,8.3,1.0
RA-12942024,2026-03-06 11:33:59.499006+00:00,7.949366667,10,9.5,10.0,7.5,6.9,7.8,7.6,1.0
RA-10092024,2026-03-06 11:33:59.499006+00:00,6.395389394,9,8.0,6.9,2.5,6.6,7.5,6.6,1.0
RA-10132024,2026-03-06 11:33:59.499006+00:00,5.783955981,8,9.0,5.7,2.5,5.0,7.8,4.7,1.0
RA-12952024,2026-03-06 11:33:59.499006+00:00,8.061745455,8,10.0,9.5,2.5,7.5,7.5,8.3,0.0
RA-12962024,2026-03-06 11:33:59.499006+00:00,7.057422222,9,9.0,8.4,2.5,7.5,6.5,8.3,1.0
RA-8632024,2026-03-06 11:33:59.499006+00:00,4.668434848,8,8.5,3.2,2.5,4.7,5.5,4.3,1.0
RA-12972024,2026-03-06 11:33:59.499006+00:00,7.620247619,8,9.5,9.8,2.5,7.5,9.3,6.8,1.0
RA-10142024,2026-03-06 11:33:59.499006+00:00,6.315972727,8,8.5,7.9,2.5,6.9,5.3,7.0,1.0
RA-8802024,2026-03-06 11:33:59.499006+00:00,6.853080435,8,9.5,8.4,2.5,7.2,6.5,7.2,1.0
RA-8862024,2026-03-06 11:33:59.499006+00:00,8.4192,8,9.5,10.0,8.1,7.5,8.8,8.3,1.0
RA-12982024,2026-03-06 11:33:59.499006+00:00,7.577287995,8,9.5,6.6,7.5,7.2,6.8,7.4,0.0
RA-12992024,2026-03-06 11:33:59.499006+00:00,7.069727778,10,8.5,7.6,7.5,7.2,6.5,7.1,1.0
RA-9042024,2026-03-06 11:33:59.499006+00:00,7.6352,8,9.5,8.8,7.5,7.5,6.0,8.7,1.0
RA-13002024,2026-03-06 11:33:59.499006+00:00,7.623866667,8,8.5,8.8,2.5,7.5,9.0,8.6,1.0
RA-13012024,2026-03-06 11:33:59.499006+00:00,5.634533333,8,9.5,2.9,2.5,7.5,7.0,6.0,1.0
RA-13022024,2026-03-06 11:33:59.499006+00:00,5.758866667,8,10.0,5.4,2.5,6.3,4.0,5.0,0.0
RA-13032024,2026-03-06 11:33:59.499006+00:00,8.8352,8,10.0,10.0,2.5,7.5,10.0,9.2,0.0
RA-13042024,2026-03-06 11:33:59.499006+00:00,7.085119935,10,9.0,8.0,8.1,7.8,6.0,6.5,1.0
RA-13052024,2026-03-06 11:33:59.499006+00:00,6.68522193,10,8.5,8.7,2.5,7.8,4.8,8.1,1.0
RA-13062024,2026-03-06 11:33:59.499006+00:00,8.503033333,8,9.0,10.0,8.1,7.5,9.8,7.9,1.0
RA-7022024,2026-03-06 11:33:59.499006+00:00,7.665116667,10,9.0,9.8,2.5,7.8,9.3,7.2,1.0
RA-7252024,2026-03-06 11:33:59.499006+00:00,7.090077193,10,7.5,7.7,7.5,7.5,7.3,6.8,1.0
RA-9122024,2026-03-06 11:33:59.499006+00:00,7.697103509,10,9.0,9.5,7.5,8.1,7.3,6.9,1.0
RA-9182024,2026-03-06 11:33:59.499006+00:00,5.657357018,8,7.9,8.7,2.5,5.9,2.8,6.2,1.0
RA-9202024,2026-03-06 11:33:59.499006+00:00,7.74949386,9,9.5,7.7,7.5,7.2,8.3,8.2,1.0
RA-13072024,2026-03-06 11:33:59.499006+00:00,6.594033333,8,10.0,5.8,6.3,6.3,5.5,5.4,0.0
RA-13082024,2026-03-06 11:33:59.499006+00:00,6.876997101,9,10.0,7.4,7.5,7.5,6.0,5.9,1.0
RA-13092024,2026-03-06 11:33:59.499006+00:00,8.3792,7,9.0,9.2,7.5,7.5,7.5,8.2,0.0
RA-13102024,2026-03-06 11:33:59.499006+00:00,8.390783333,7,8.5,9.4,2.5,7.8,10.0,8.2,0.0
RA-13112024,2026-03-06 11:33:59.499006+00:00,6.411866667,8,9.0,9.2,2.5,7.5,0.0,8.4,0.0
RA-13122024,2026-03-06 11:33:59.499006+00:00,7.5102,9,10.0,8.3,7.5,6.3,6.5,8.3,1.0
RA-13132024,2026-03-06 11:33:59.499006+00:00,8.015533333,8,9.5,8.1,7.5,7.5,6.3,8.4,0.0
RA-13142024,2026-03-06 11:33:59.499006+00:00,8.2398,7,7.4,8.5,7.5,7.5,9.0,7.4,0.0
RA-13152024,2026-03-06 11:33:59.499006+00:00,8.351066667,7,6.8,8.3,7.5,7.5,9.0,8.5,0.0
RA-9212024,2026-03-06 11:33:59.499006+00:00,7.283820321,8,8.5,8.7,7.5,7.5,6.0,7.5,1.0
RA-13162024,2026-03-06 11:33:59.499006+00:00,7.59291123,9,9.0,8.2,7.5,7.5,7.8,7.5,1.0
RA-13172024,2026-03-06 11:33:59.499006+00:00,7.665638503,9,7.5,7.1,7.5,7.5,10.0,7.5,1.0
RA-8972024,2026-03-06 11:33:59.499006+00:00,5.221205051,10,7.0,2.8,2.5,6.9,6.0,6.7,1.0
RA-9082024,2026-03-06 11:33:59.499006+00:00,6.764292246,9,8.5,8.1,7.5,7.2,4.8,6.8,1.0
RA-9162024,2026-03-06 11:33:59.499006+00:00,5.505853162,10,8.5,7.3,2.5,6.6,2.8,6.2,1.0
RA-9242024,2026-03-06 11:33:59.499006+00:00,6.472736096,9,7.0,4.6,7.5,7.2,7.0,7.4,1.0
RA-9252024,2026-03-06 11:33:59.499006+00:00,6.587019519,8,8.0,7.0,7.5,7.2,4.8,7.3,1.0
RA-10082024,2026-03-06 11:33:59.499006+00:00,6.866741444,9,7.0,6.5,7.5,7.2,7.0,7.5,1.0
RA-9192024,2026-03-06 11:33:59.499006+00:00,5.799702674,10,7.0,4.7,6.3,6.9,5.3,6.5,1.0
RA-13182024,2026-03-06 11:33:59.499006+00:00,6.823383155,8,8.5,7.7,7.5,7.2,5.0,7.3,1.0
RA-10032024,2026-03-06 11:33:59.499006+00:00,7.627588889,9,8.0,8.7,7.5,6.9,8.3,7.5,1.0
RA-10042024,2026-03-06 11:33:59.499006+00:00,7.8012,9,9.5,9.3,7.5,7.5,7.5,7.5,1.0
RA-10062024,2026-03-06 11:33:59.499006+00:00,7.040088889,9,8.5,8.4,7.5,7.5,5.0,7.5,1.0
RA-13192024,2026-03-06 11:33:59.499006+00:00,7.201526797,9,8.5,5.8,7.5,7.5,8.5,7.5,1.0
RA-8582024,2026-03-06 11:33:59.499006+00:00,6.917866667,9,9.0,6.8,2.5,7.5,8.3,7.5,1.0
RA-9052024,2026-03-06 11:33:59.499006+00:00,6.392582353,10,9.0,7.8,7.5,6.9,3.0,7.0,1.0
RA-9072024,2026-03-06 11:33:59.499006+00:00,7.940088889,9,9.0,8.9,7.5,7.5,8.8,7.5,1.0
RA-13202024,2026-03-06 11:33:59.499006+00:00,7.884533333,10,9.0,9.2,7.5,7.5,8.3,7.5,1.0
RA-9092024,2026-03-06 11:33:59.499006+00:00,7.722033333,11,10.0,8.2,7.5,6.9,8.3,7.5,1.0
RA-7292024,2026-03-06 11:33:59.499006+00:00,6.684533333,10,8.0,8.4,2.5,7.5,6.0,7.5,1.0
RA-13212024,2026-03-06 11:33:59.499006+00:00,7.95295,7,9.0,8.9,6.9,6.6,8.8,5.9,0.0
RA-13222024,2026-03-06 11:33:59.499006+00:00,8.47795,8,9.5,9.0,7.5,8.4,7.5,8.2,0.0
RA-13232024,2026-03-06 11:33:59.499006+00:00,7.487366667,9,10.0,9.1,7.5,6.9,7.0,6.7,1.0
RA-13242024,2026-03-06 11:33:59.499006+00:00,8.33245,9,10.0,10.0,7.5,7.8,8.5,8.0,1.0
RA-9312024,2026-03-06 11:33:59.499006+00:00,7.075466667,9,7.9,8.6,2.5,7.5,8.5,6.8,1.0
RA-13252024,2026-03-06 11:33:59.499006+00:00,8.982495455,8,9.0,9.5,7.5,8.4,10.0,7.9,0.0
RA-13262024,2026-03-06 11:33:59.499006+00:00,7.639783333,8,9.0,9.3,7.5,7.8,4.5,7.2,0.0
RA-13272024,2026-03-06 11:33:59.499006+00:00,8.264116667,7,9.0,9.3,7.5,7.8,7.5,7.3,0.0
RA-13282024,2026-03-06 11:33:59.499006+00:00,8.058866667,8,8.5,8.2,7.5,7.5,10.0,7.8,1.0
RA-13292024,2026-03-06 11:33:59.499006+00:00,7.98945,8,9.5,10.0,7.5,6.6,6.5,6.7,0.0
RA-13302024,2026-03-06 11:33:59.499006+00:00,8.944616667,8,10.0,9.3,7.5,8.4,9.5,7.9,0.0
RA-13312024,2026-03-06 11:33:59.499006+00:00,7.852283333,7,9.0,7.3,7.5,8.4,7.3,7.2,0.0
RA-9442024,2026-03-06 11:33:59.499006+00:00,7.8262,10,9.0,7.3,7.5,8.8,9.0,7.8,1.0
RA-13322024,2026-03-06 11:33:59.499006+00:00,8.104052941,10,8.5,9.4,7.5,9.4,8.3,7.7,1.0
RA-7542024,2026-03-06 11:33:59.499006+00:00,5.6127,11,8.5,6.3,5.6,2.5,6.3,4.8,1.0
RA-13332024,2026-03-06 11:33:59.499006+00:00,8.2132,9,7.5,10.0,6.3,9.4,9.3,7.8,1.0
RA-9342024,2026-03-06 11:33:59.499006+00:00,8.3387,9,9.5,9.8,7.5,9.4,8.5,7.8,1.0
RA-13342024,2026-03-06 11:33:59.499006+00:00,8.3502,9,10.0,10.0,5.6,9.4,9.0,7.8,1.0
RA-9412024,2026-03-06 11:33:59.499006+00:00,7.7467,9,8.0,9.3,5.0,8.1,8.8,7.7,1.0
RA-7562024,2026-03-06 11:33:59.499006+00:00,7.3617,11,10.0,8.8,7.5,8.1,5.5,7.2,1.0
RA-13352024,2026-03-06 11:33:59.499006+00:00,8.3217,10,9.0,9.8,7.5,9.4,8.8,7.7,1.0
RA-7732024,2026-03-06 11:33:59.499006+00:00,6.5662,10,10.0,8.8,2.5,7.5,5.0,6.6,1.0
RA-9382024,2026-03-06 11:33:59.499006+00:00,8.005602692,10,9.5,9.5,7.5,8.1,7.8,7.7,1.0
RA-13362024,2026-03-06 11:33:59.499006+00:00,7.141365632,8,9.5,6.2,2.5,7.5,9.5,7.8,1.0
RA-13372024,2026-03-06 11:33:59.499006+00:00,6.015144444,10,8.0,4.7,7.5,6.9,6.0,5.7,1.0
RA-13382024,2026-03-06 11:33:59.499006+00:00,6.136842857,8,8.0,8.7,7.5,6.9,3.0,5.3,1.0
RA-13392024,2026-03-06 11:33:59.499006+00:00,7.3547,8,8.5,10.0,6.9,5.0,8.8,5.3,1.0
RA-13402024,2026-03-06 11:33:59.499006+00:00,8.342271429,8,9.5,8.4,7.5,5.6,10.0,7.0,0.0
RA-13412024,2026-03-06 11:33:59.499006+00:00,7.862906349,9,10.0,9.2,7.5,5.6,10.0,6.0,1.0
RA-9472024,2026-03-06 11:33:59.499006+00:00,6.053509524,9,9.0,7.6,7.5,5.6,4.5,4.6,1.0
RA-13422024,2026-03-06 11:33:59.499006+00:00,7.818580952,8,9.5,9.8,7.5,7.5,9.0,5.6,1.0
RA-13432024,2026-03-06 11:33:59.499006+00:00,8.8262,7,8.0,10.0,7.5,6.3,9.8,8.5,0.0
RA-13442024,2026-03-06 11:33:59.499006+00:00,9.3612,8,8.5,10.0,7.5,8.8,10.0,9.4,0.0
RA-9452024,2026-03-06 11:33:59.499006+00:00,7.419580952,9,9.0,9.5,2.5,7.5,8.8,6.8,1.0
RA-9462024,2026-03-06 11:33:59.499006+00:00,6.67772381,8,9.5,8.8,2.5,7.5,4.5,7.8,1.0
RA-13452024,2026-03-06 11:33:59.499006+00:00,7.234012866,9,8.5,9.5,7.5,6.3,6.3,6.8,1.0
RA-7712024,2026-03-06 11:33:59.499006+00:00,6.066009524,9,8.5,6.6,3.1,5.6,6.5,6.1,1.0
RA-13462024,2026-03-06 11:33:59.499006+00:00,7.370104762,8,9.5,8.1,7.5,6.3,5.5,6.7,0.0
RA-13472024,2026-03-06 11:33:59.499006+00:00,6.153842857,9,8.5,8.8,2.5,5.6,5.0,6.2,1.0
RA-9492024,2026-03-06 11:33:59.499006+00:00,7.132342857,9,9.0,8.8,7.5,6.3,6.5,6.5,1.0
RA-9502024,2026-03-06 11:33:59.499006+00:00,7.693461905,9,9.5,9.0,7.5,6.9,7.0,8.0,1.0
RA-9512024,2026-03-06 11:33:59.499006+00:00,6.448342857,8,10.0,9.0,2.5,6.3,4.0,7.3,1.0
RA-10022024,2026-03-06 11:33:59.499006+00:00,7.967866667,10,9.0,7.8,7.5,7.5,9.3,8.3,1.0
RA-7742024,2026-03-06 11:33:59.499006+00:00,5.685771429,10,10.0,6.4,2.5,6.3,3.8,6.4,1.0
RA-7492024,2026-03-06 11:33:59.499006+00:00,8.337318421,10,9.5,9.7,8.1,8.4,8.8,7.7,1.0
RA-9292024,2026-03-06 11:33:59.499006+00:00,7.724436842,9,9.0,9.5,7.5,8.1,6.8,7.6,1.0
RA-9302024,2026-03-06 11:33:59.499006+00:00,7.929818421,9,8.5,9.7,7.5,7.8,8.0,7.5,1.0
RA-7872024,2026-03-06 11:33:59.499006+00:00,7.73495,10,9.0,9.8,7.5,7.2,7.3,7.3,1.0
RA-13482024,2026-03-06 11:33:59.499006+00:00,7.960466254,8,7.5,8.6,7.5,8.8,9.0,7.8,1.0
RA-9352024,2026-03-06 11:33:59.499006+00:00,8.3422,10,9.5,10.0,7.5,8.8,8.5,7.8,1.0
RA-13492024,2026-03-06 11:33:59.499006+00:00,7.855727778,10,8.0,8.4,7.5,8.4,8.5,7.9,1.0
RA-9372024,2026-03-06 11:33:59.499006+00:00,8.3792,9,10.0,10.0,9.4,8.8,7.5,7.8,1.0
RA-13502024,2026-03-06 11:33:59.499006+00:00,8.33545,10,8.5,10.0,8.8,8.4,8.5,7.8,1.0
RA-13512024,2026-03-06 11:33:59.499006+00:00,8.186103846,9,9.0,9.2,8.1,8.4,8.8,7.7,1.0
RA-9592024,2026-03-06 11:33:59.499006+00:00,8.379818421,9,10.0,9.7,7.5,7.8,9.5,7.5,1.0
RA-13522024,2026-03-06 11:33:59.499006+00:00,8.28995,9,10.0,9.5,8.1,8.4,8.5,7.7,1.0
RA-13532024,2026-03-06 11:33:59.499006+00:00,6.4547,10,8.0,9.5,7.5,6.9,3.0,6.1,1.0
RA-13542024,2026-03-06 11:33:59.499006+00:00,7.353427273,10,9.5,8.4,7.5,8.1,6.0,7.3,1.0
RA-9792024,2026-03-06 11:33:59.499006+00:00,8.035245455,9,9.5,9.5,7.5,8.1,8.3,7.3,1.0
RA-13552024,2026-03-06 11:33:59.499006+00:00,7.202245455,10,10.0,6.5,7.5,8.1,7.0,7.2,1.0
RA-9712024,2026-03-06 11:33:59.499006+00:00,6.891618182,9,7.4,7.9,7.5,7.5,6.8,6.1,1.0
RA-9722024,2026-03-06 11:33:59.499006+00:00,7.537472727,9,9.5,8.4,7.5,8.8,6.8,7.2,1.0
RA-9652024,2026-03-06 11:33:59.499006+00:00,6.137654546,10,9.0,6.5,7.5,8.8,2.3,6.8,1.0
RA-9732024,2026-03-06 11:33:59.499006+00:00,6.931836364,10,10.0,9.3,7.5,7.5,3.8,6.6,1.0
RA-13562024,2026-03-06 11:33:59.499006+00:00,7.869588889,8,9.0,9.4,7.5,8.1,5.5,7.1,0.0
RA-9662024,2026-03-06 11:33:59.499006+00:00,7.994336364,10,9.5,8.6,7.5,8.1,9.0,7.3,1.0
RA-13572024,2026-03-06 11:33:59.499006+00:00,7.1807,9,8.0,7.5,7.5,8.1,6.8,7.3,1.0
RA-9692024,2026-03-06 11:33:59.499006+00:00,7.453427273,9,9.0,7.9,7.5,8.1,7.3,7.3,1.0
RA-13582024,2026-03-06 11:33:59.499006+00:00,6.552990476,7,9.2,7.4,5.0,6.3,4.0,6.2,0.0
RA-13592024,2026-03-06 11:33:59.499006+00:00,7.2102,7,8.5,9.0,5.6,5.6,6.0,6.2,0.0
RA-13602024,2026-03-06 11:33:59.499006+00:00,6.848062319,8,8.5,7.0,7.5,5.6,5.0,6.4,0.0
RA-13612024,2026-03-06 11:33:59.499006+00:00,8.7387,8,9.5,9.4,5.6,7.5,10.0,8.0,0.0
RA-9752024,2026-03-06 11:33:59.499006+00:00,7.146366667,8,8.5,7.7,5.0,6.9,8.0,7.3,1.0
RA-13622024,2026-03-06 11:33:59.499006+00:00,7.7092,7,10.0,6.9,5.6,6.9,8.5,6.9,0.0
RA-9772024,2026-03-06 11:33:59.499006+00:00,7.188033333,8,10.0,7.3,6.3,6.9,7.0,7.6,1.0
RA-13632024,2026-03-06 11:33:59.499006+00:00,7.6908,7,7.4,10.0,5.6,6.9,6.5,7.0,0.0
RA-9812024,2026-03-06 11:33:59.499006+00:00,6.651373913,8,9.0,7.0,6.3,6.3,6.0,7.0,1.0
RA-13642024,2026-03-06 11:33:59.499006+00:00,7.570033333,9,8.0,8.4,7.5,6.9,8.8,7.0,1.0
RA-13652024,2026-03-06 11:33:59.499006+00:00,7.370033333,9,9.0,9.8,6.3,6.9,6.5,7.0,1.0
RA-13662024,2026-03-06 11:33:59.499006+00:00,6.919852174,8,9.0,6.6,7.5,7.5,6.5,7.0,1.0
RA-9742024,2026-03-06 11:33:59.499006+00:00,7.607721739,8,9.5,9.3,7.5,7.5,6.5,7.5,1.0
RA-13672024,2026-03-06 11:33:59.499006+00:00,8.427286957,8,10.0,8.4,7.5,7.5,8.8,7.5,0.0
RA-13682024,2026-03-06 11:33:59.499006+00:00,8.6012,8,7.0,10.0,7.5,7.5,9.5,7.5,0.0
RA-13692024,2026-03-06 11:33:59.499006+00:00,8.052286957,7,8.5,8.6,6.3,7.5,8.0,7.5,0.0
RA-9782024,2026-03-06 11:33:59.499006+00:00,7.4637,8,9.5,9.5,6.3,6.9,6.5,7.5,1.0
RA-13702024,2026-03-06 11:33:59.499006+00:00,8.045644444,9,10.0,8.7,7.5,7.5,9.0,7.5,1.0
RA-13712024,2026-03-06 11:33:59.499006+00:00,6.484352174,11,7.5,7.0,7.5,6.9,4.5,7.5,1.0
RA-13722024,2026-03-06 11:33:59.499006+00:00,7.9632,8,9.5,10.0,8.1,7.5,4.8,7.5,0.0
RA-13732024,2026-03-06 11:33:59.499006+00:00,7.577286957,9,9.5,8.9,7.5,7.5,6.8,7.5,1.0
RA-13742024,2026-03-06 11:33:59.499006+00:00,7.370765217,9,9.5,9.3,7.5,7.5,5.3,7.5,1.0
RA-13752024,2026-03-06 11:33:59.499006+00:00,8.1012,9,9.5,10.0,7.5,7.5,8.3,7.5,1.0
RA-13762024,2026-03-06 11:33:59.499006+00:00,8.274276923,9,9.0,9.6,7.5,7.5,9.8,7.5,1.0
RA-9942024,2026-03-06 11:33:59.499006+00:00,7.798221739,9,9.0,9.5,6.9,6.9,8.3,7.3,1.0
RA-13772024,2026-03-06 11:33:59.499006+00:00,7.8987,8,9.0,10.0,8.1,6.9,5.5,7.0,0.0
RA-13782024,2026-03-06 11:33:59.499006+00:00,7.670342857,10,9.0,9.3,8.1,7.5,6.8,7.5,1.0
RA-13792024,2026-03-06 11:33:59.499006+00:00,6.638292105,8,9.5,8.7,3.8,5.9,7.3,5.2,1.0
RA-13802024,2026-03-06 11:33:59.499006+00:00,7.964342231,8,9.5,8.8,4.4,7.2,8.0,7.5,0.0
RA-7702024,2026-03-06 11:33:59.499006+00:00,7.305711278,9,10.0,9.0,7.5,7.5,5.0,7.5,1.0
RA-13812024,2026-03-06 11:33:59.499006+00:00,9.0382,8,9.5,10.0,8.1,8.8,9.5,7.5,0.0
RA-13822024,2026-03-06 11:33:59.499006+00:00,7.834830952,9,8.5,9.8,7.5,7.8,7.5,7.5,1.0
RA-13832024,2026-03-06 11:33:59.499006+00:00,8.372080326,8,8.5,9.3,7.5,7.2,8.5,7.5,0.0
RA-13842024,2026-03-06 11:33:59.499006+00:00,6.221984461,10,8.0,7.6,7.5,6.3,5.0,5.2,1.0
RA-13852024,2026-03-06 11:33:59.499006+00:00,7.7262,8,10.0,10.0,4.4,6.9,8.0,7.5,1.0
RA-13862024,2026-03-06 11:33:59.499006+00:00,7.803580952,8,9.0,9.8,7.5,7.5,7.3,7.5,1.0
RA-13872024,2026-03-06 11:33:59.499006+00:00,7.803079699,8,9.5,8.8,7.5,7.5,8.0,7.5,1.0
RA-13882024,2026-03-06 11:33:59.499006+00:00,7.015057143,8,9.0,8.2,6.9,7.5,5.0,7.7,1.0
RA-13892024,2026-03-06 11:33:59.499006+00:00,8.980533333,7,9.0,9.8,6.9,7.5,10.0,8.4,0.0
RA-13902024,2026-03-06 11:33:59.499006+00:00,8.493033333,7,9.5,9.8,5.0,7.5,8.3,8.4,0.0
RA-13912024,2026-03-06 11:33:59.499006+00:00,8.843533333,7,8.5,9.3,7.5,7.5,10.0,8.2,0.0
RA-13922024,2026-03-06 11:33:59.499006+00:00,5.4262,9,9.0,5.6,7.5,7.5,0.0,7.0,1.0
RA-13932024,2026-03-06 11:33:59.499006+00:00,7.2597,7,9.5,7.5,3.8,7.5,5.0,8.4,0.0
RA-9902024,2026-03-06 11:33:59.499006+00:00,7.812283333,10,9.5,7.5,7.5,8.4,8.0,8.3,1.0
RA-13942024,2026-03-06 11:33:59.499006+00:00,7.503255556,10,9.5,8.7,7.5,8.1,5.8,8.0,1.0
RA-9912024,2026-03-06 11:33:59.499006+00:00,7.057230303,10,9.0,8.2,6.3,7.5,6.5,6.7,1.0
RA-10182024,2026-03-06 11:33:59.499006+00:00,7.705404545,10,8.5,7.7,6.3,8.4,8.3,8.5,1.0
RA-13952024,2026-03-06 11:33:59.499006+00:00,8.599783333,9,9.5,10.0,7.5,7.8,7.8,7.8,0.0
RA-13962024,2026-03-06 11:33:59.499006+00:00,7.8477,11,9.5,10.0,7.5,8.1,6.5,7.7,1.0
RA-10252024,2026-03-06 11:33:59.499006+00:00,7.897071212,10,9.0,7.7,7.5,8.4,9.0,7.8,1.0
RA-10192024,2026-03-06 11:33:59.499006+00:00,8.692255195,9,9.5,9.3,6.3,7.8,8.8,8.6,0.0
RA-8792024,2026-03-06 11:33:59.499006+00:00,8.109631818,10,9.5,9.1,6.3,7.8,8.5,8.7,1.0
RA-10202024,2026-03-06 11:33:59.499006+00:00,8.954495455,10,9.0,9.8,6.9,8.4,9.0,8.8,0.0
RA-10212024,2026-03-06 11:33:59.499006+00:00,8.098586364,10,9.5,9.3,7.5,8.4,8.0,8.0,1.0
RA-10222024,2026-03-06 11:33:59.499006+00:00,7.613169697,10,9.5,9.3,6.3,7.5,6.5,8.1,1.0
RA-13972024,2026-03-06 11:33:59.499006+00:00,7.828033333,10,9.0,10.0,6.3,8.1,7.0,7.9,1.0
RA-6992024,2026-03-06 11:33:59.499006+00:00,6.427771212,11,6.3,7.7,6.3,6.6,6.5,5.8,1.0
RA-13982024,2026-03-06 11:33:59.499006+00:00,7.989700527,11,6.9,9.6,7.5,8.1,8.0,8.6,1.0
RA-8712024,2026-03-06 11:33:59.499006+00:00,7.291729315,10,8.5,9.3,4.4,5.3,7.3,5.8,0.0
RA-13992024,2026-03-06 11:33:59.499006+00:00,7.438578788,11,9.0,9.8,5.0,7.5,6.0,8.2,1.0
RA-8732024,2026-03-06 11:33:59.499006+00:00,7.61095,12,8.0,10.0,6.9,7.2,6.8,7.8,1.0
RA-8982024,2026-03-06 11:33:59.499006+00:00,7.866133333,10,6.4,10.0,7.5,7.5,7.5,8.6,1.0
RA-7502024,2026-03-06 11:33:59.499006+00:00,4.542230369,12,6.2,5.9,4.4,4.1,3.8,3.2,1.0
RA-8992024,2026-03-06 11:33:59.499006+00:00,8.425024769,9,10.0,9.1,5.6,8.1,8.3,7.9,0.0
RA-8782024,2026-03-06 11:33:59.499006+00:00,6.533556061,11,9.0,6.1,4.4,7.2,6.8,7.0,1.0
RA-8932024,2026-03-06 11:33:59.499006+00:00,8.891033333,10,9.0,10.0,7.5,8.1,9.3,7.9,0.0
RA-10242024,2026-03-06 11:33:59.499006+00:00,8.651616667,11,8.0,10.0,7.5,8.4,10.0,8.8,1.0
RA-9002024,2026-03-06 11:33:59.499006+00:00,8.80200303,9,9.0,9.3,8.1,8.1,8.5,8.6,0.0
RA-9032024,2026-03-06 11:33:59.499006+00:00,8.075828788,9,10.0,9.8,7.5,7.8,5.0,7.9,0.0
RA-14002024,2026-03-06 11:33:59.499006+00:00,7.622839526,9,8.4,6.7,7.5,7.5,7.3,7.5,0.0
